Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9781,making history the great war,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9782,shin megami tensei devil survivor 2,3DS,2015.0,Role-Playing,Atlus,0.0,0.03,0.09,0.0,0.12
9783,the god of war trilogy,PS3,2010.0,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12
9784,dance paradise,X360,2010.0,Misc,Mindscape,0.1,0.01,0.0,0.01,0.12
9785,backyard baseball 10,DS,2009.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12
9786,blazblue continuum shift extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.12
9787,cel damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9788,go! sudoku,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9789,alice madness returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
9790,ssx 3,GBA,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9791,my chinese coach,DS,2008.0,Misc,Ubisoft,0.11,0.01,0.0,0.01,0.12
9792,dirt 2,DS,2009.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12
9793,yamakawa shuppansha kanshuu shousetsu nihonshi b,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9794,the king of fighters collection the orochi saga,Wii,2008.0,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12
9795,atelier annie alchemists of sera island,DS,2009.0,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12
9796,breakdown,XB,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9797,rush,PSP,2006.0,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12
9798,ecco the dolphin,GEN,1992.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
9799,the legend of heroes trails of cold steel ii,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12
9800,looney tunes sheep raider,PS,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12
9801,yard sale hidden treasures sunnyville,DS,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
9802,harvest moon 2 gbc,GB,1999.0,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12
9803,killer is dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
9804,lost in shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12
9805,cory in the house,DS,2007.0,Action,Disney Interactive Studios,0.11,0.0,0.0,0.01,0.12
9806,x2 wolverines revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12
9807,mcdroid,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9808,gallop racer 2000,PS,2000.0,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12
9809,showdown legends of wrestling,XB,2004.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12
9810,macross triangle frontier,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9811,chessmaster the art of learning,PSP,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12
9812,petz fantasy moonlight magic,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12
9813,gundam breaker 3,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9814,my farm around the world,DS,2008.0,Simulation,Atari,0.11,0.0,0.0,0.01,0.12
9815,fat princess fistful of cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12
9816,zubo,DS,2008.0,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12
9817,street hoops,GC,2007.0,Sports,Unknown,0.09,0.02,0.0,0.0,0.12
9818,nfl qb club 2001,N64,2000.0,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12
9819,earthworm jim 3d,N64,1999.0,Platform,Interplay,0.1,0.02,0.0,0.0,0.12
9820,rocket robot on wheels,N64,1999.0,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12
9821,densha de go! 64,N64,1999.0,Simulation,Taito,0.0,0.0,0.05,0.07,0.12
9822,godzilla destroy all monsters melee,XB,2007.0,Fighting,Unknown,0.09,0.03,0.0,0.0,0.12
9823,the daring game for girls,DS,2007.0,Adventure,Unknown,0.11,0.0,0.0,0.01,0.12
9824,conception ii children of the seven stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12
9825,animal genius,DS,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12
9826,sega soccer slam,PS2,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12
9827,zenses rainforest,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
9828,dora the explorer dora saves the mermaids,PS2,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
9829,grand theft auto san andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12
9830,phantasy star universe,X360,2006.0,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12
9831,skate city heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
9832,nascar unleashed,X360,2011.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12
9833,2 games in 1 double pack hot wheels velocity x / hot wheels world race,GBA,2005.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12
9834,college hoops 2k6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9835,mytran wars,PSP,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12
9836,mx vs. atv untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12
9837,prince of persia rival swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12
9838,mahou shoujo lyrical nanoha as portable the gears of destiny,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9839,gungnir mayari no gunshin to eiyuu sensou,PSP,2011.0,Role-Playing,Atlus,0.07,0.0,0.04,0.01,0.12
9840,dodge racing charger vs challenger,Wii,2009.0,Racing,Zushi Games,0.11,0.0,0.0,0.01,0.12
9841,fate/extra ccc,PSP,2013.0,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12
9842,rocksmith,PC,2007.0,Misc,Unknown,0.06,0.04,0.0,0.01,0.12
9843,mtv sports pure ride,PS,2000.0,Sports,THQ,0.07,0.05,0.0,0.01,0.12
9844,sonic adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12
9845,burning road,PS,1996.0,Racing,FunSoft,0.07,0.05,0.0,0.01,0.12
9846,slayers,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12
9847,super robot wars og saga masou kishin  the lord of elemental,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9848,indycar series,PS2,2003.0,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12
9849,space chimps,PS2,2008.0,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12
9850,crash superpack crash bandicoot 2 ntranced / crash nitro kart,GBA,2005.0,Misc,Vivendi Games,0.09,0.03,0.0,0.0,0.12
9851,famicom mini twinbee,GBA,2004.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9852,4 game fun pack monopoly / boggle / yahtzee / battleship,DS,2005.0,Misc,Atari,0.11,0.0,0.0,0.01,0.12
9853,gladiator sword of vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12
9854,naild,PS3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12
9855,pixeljunk monsters deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9856,tom clancys endwar,PSP,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
9857,ultimate card games,GBA,2003.0,Misc,Telegames,0.09,0.03,0.0,0.0,0.12
9858,jikkyou powerful pro yakyuu 8 ketteiban,PS2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9859,rubiks world,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
9860,lost magic,DS,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12
9861,wallace  gromit curse of the wererabbit,PS2,2005.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12
9862,dreamworks super star kartz,3DS,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.12
9863,minute to win it,DS,2010.0,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.12
9864,the bible game,GBA,2005.0,Misc,Crave Entertainment,0.09,0.03,0.0,0.0,0.12
9865,nfl head coach,XB,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9866,pinball hall of fame the williams collection,X360,2009.0,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9867,medarot 4 kabuto / kuwagata version,GB,2001.0,Role-Playing,Imagineer,0.0,0.0,0.12,0.0,0.12
9868,backyard sports football rookie rush,X360,2010.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12
9869,sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12
9870,major league baseball 2k6,PSP,2007.0,Sports,Unknown,0.11,0.0,0.0,0.01,0.12
9871,vacation isle beach party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12
9872,fit in six,Wii,2011.0,Sports,Ubisoft,0.11,0.0,0.0,0.01,0.12
9873,mahou shoujo lyrical nanoha as portable the battle of aces,PSP,2010.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9874,ed edd n eddy the misedventures,GBA,2005.0,Platform,Midway Games,0.08,0.03,0.0,0.0,0.12
9875,onimusha blade warriors,PS2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12
9876,tecmo bowl kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.12
9877,disneys extreme skate adventure,GC,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12
9878,akuji the heartless,PS,1998.0,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12
9879,nba 2k2,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
9880,7 days to die,PS4,2016.0,Action,Telltale Games,0.03,0.07,0.0,0.02,0.12
9881,monster jam path of destruction,X360,2010.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12
9882,everybody dance,PS3,2011.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9883,psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
9884,power gig rise of the sixstring,X360,2010.0,Misc,Unknown,0.11,0.0,0.0,0.01,0.12
9885,deus ex human revolution,WiiU,2013.0,Shooter,Square Enix,0.06,0.05,0.0,0.01,0.12
9886,jeremy mcgrath supercross world,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12
9887,uta no * princesama all star,PSP,2013.0,Action,Broccoli,0.0,0.0,0.12,0.0,0.12
9888,hardball 5,PS,1996.0,Sports,SPS,0.07,0.04,0.0,0.01,0.12
9889,airborne troops countdown to dday,PS2,2005.0,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12
9890,mlb inside pitch 2003,XB,2003.0,Sports,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
9891,arma iii,PC,2013.0,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.02,0.12
9892,the walking dead season two,X360,2014.0,Adventure,Telltale Games,0.04,0.07,0.0,0.01,0.12
9893,marvel trading card game,DS,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
9894,one piece super grand battle! x,3DS,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9895,the penguins of madagascar dr. blowhole returns  again!,DS,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.12
9896,selfdefense training camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12
9897,battles of prince of persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
9898,deca sports extreme,3DS,2011.0,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12
9899,cruisn,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12
9900,hatsune miku project diva x,PSV,2016.0,Misc,Sega,0.01,0.0,0.1,0.0,0.12
9901,battle arena toshinden remix,SAT,1994.0,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
9902,assassins creed chronicles,PSV,2016.0,Action,Ubisoft,0.02,0.06,0.01,0.02,0.12
9903,legends of wrestling ii,GC,2002.0,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12
9904,tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12
9905,a.c.e. another centurys episode portable,PSP,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9906,dragon quest builders revive alefgard,PS3,2016.0,Role-Playing,Square Enix,0.0,0.0,0.12,0.0,0.12
9907,rodea the sky soldier,WiiU,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
9908,peggle dual shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12
9909,jikkyou powerful pro yakyuu 9,GC,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12
9910,sniper elite,Wii,2010.0,Shooter,Reef Entertainment,0.08,0.03,0.0,0.01,0.12
9911,etrian odyssey v,3DS,2016.0,Role-Playing,Atlus,0.0,0.0,0.12,0.0,0.12
9912,jikkyou powerful pro yakyuu 2014,PSV,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9913,barbie as the island princess,PS2,2007.0,Adventure,Activision,0.06,0.04,0.0,0.02,0.12
9914,crime killer,PS,1998.0,Racing,Interplay,0.07,0.04,0.0,0.01,0.12
9915,nppl championship paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12
9916,backyard wrestling 2 there goes the neighborhood,XB,2004.0,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12
9917,dementium ii,DS,2010.0,Shooter,SouthPeak Games,0.09,0.02,0.0,0.01,0.12
9918,don bradman cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12
9919,usa today crossword challenge,DS,2008.0,Puzzle,Destineer,0.11,0.0,0.0,0.01,0.12
9920,megatagmension blanc + neptune vs zombies,PSV,2015.0,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.12
9921,bishoujo senshi sailormoon s juugai rantou!? shuyaku soudatsusen,SNES,1994.0,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12
9922,sd gundam g generationf.i.f,PS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12
9923,jaws ultimate predator,3DS,2011.0,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12
9924,yakuza kiwami,PS3,2016.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
9925,raiden iv,X360,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12
9926,deception iv blood ties,PS3,2014.0,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.12
9927,the walking dead survival instinct,WiiU,2013.0,Shooter,Activision,0.08,0.03,0.0,0.01,0.12
9928,rock band metal track pack,PS3,2009.0,Misc,MTV Games,0.11,0.0,0.0,0.01,0.12
9929,charm girls club my perfect prom,DS,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9930,dreamworks super star kartz,PS3,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.12
9931,harukanaru augusta 2 masters,SNES,1993.0,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12
9932,castlevania curse of darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12
9933,spiderman edge of time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
9934,mobil 1 rally championship,PS,2000.0,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12
9935,king of colosseum red shin nippon x zen nippon x pancrase disc,PS2,2002.0,Fighting,Spike,0.0,0.0,0.12,0.0,0.12
9936,turok evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12
9937,the clique diss and make up,DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
9938,love live! school idol paradise,PSV,2014.0,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12
9939,rugrats totally angelica,PS,2001.0,Adventure,THQ,0.06,0.04,0.0,0.01,0.12
9940,nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12
9941,nfl tour,PS3,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.12
9942,ridge racer unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.12
9943,csi crime scene investigation,XB,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12
9944,the lord of the rings aragorns quest,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12
9945,yogi bear the video game,Wii,2010.0,Action,D3Publisher,0.06,0.05,0.0,0.01,0.12
9946,makai shin trillion,PSV,2014.0,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.12
9947,buffy the vampire slayer chaos bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12
9948,lost horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12
9949,hanagumi taisen columns,SAT,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12
9950,tales of destiny 2,PSP,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9951,teenage mutant ninja turtles 3 mutant nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12
9952,power pro kun pocket 14,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9953,get up and dance,Wii,2011.0,Misc,O-Games,0.06,0.04,0.0,0.01,0.12
9954,merv griffins crosswords,Wii,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.01,0.12
9955,rango the video game,DS,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.12
9956,planet 51,PS3,2009.0,Action,Sega,0.07,0.03,0.0,0.02,0.12
9957,ultimate puzzle games sudoku edition,DS,2007.0,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12
9958,tokyo twilight ghost hunters,PSV,2014.0,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.12
9959,deadpool,XOne,2015.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
9960,un squadron,SNES,1991.0,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12
9961,tecmo super bowl,PS,1996.0,Sports,Tecmo Koei,0.06,0.04,0.0,0.01,0.12
9962,tmnt,PSP,2007.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12
9963,dora the explorer journey to the purple planet,GC,2005.0,Adventure,Global Star,0.09,0.02,0.0,0.0,0.12
9964,lunar 2 eternal blue,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12
9965,nhl powerplay 96,PS,1996.0,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.12
9966,thousand arms,PS,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12
9967,de blob 2,DS,2011.0,Platform,THQ,0.09,0.02,0.0,0.01,0.12
9968,arctic thunder,XB,2001.0,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12
9969,hyperdimension neptunia re;birth 3,PSV,2014.0,Action,Idea Factory International,0.07,0.01,0.0,0.03,0.12
9970,barnyard,GC,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
9971,stolen song,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
9972,darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12
9973,2 in 1 combo pack sonic heroes / super monkey ball deluxe,X360,2013.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12
9974,armored core verdict day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12
9975,yattaman ds bikkuridokkiri daisakusen da koron,DS,2008.0,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12
9976,harvey birdman attorney at law,PS2,2008.0,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12
9977,wipeout 2,PS3,2011.0,Misc,Activision,0.11,0.0,0.0,0.01,0.12
9978,dawn of discovery,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.12
9979,death note kira game,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9980,sengoku cyber fujimaru jigokuhen,PS,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
9981,hisshou pachinko*pachislot kouryaku series vol.10 cr shinseiki evangelion kiseki no kachi,PS2,2007.0,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12
9982,ash archaic sealed heat,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
9983,happy feet two,DS,2007.0,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12
9984,brunswick pro bowling,3DS,2011.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9985,fantastic four rise of the silver surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12
9986,dorabase 2 nettou ultra stadium,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9987,center ring boxing,SAT,1994.0,Fighting,JVC,0.0,0.0,0.12,0.0,0.12
9988,nhl 2k3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
9989,puzzler world 2,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.12
9990,die hard vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12
9991,sword art online hollow fragment,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12
9992,f1 2002,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
9993,hasbro family game night fun pack,Wii,2011.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9994,fifa soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9995,dead island definitive collection,PS4,2016.0,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12
9996,sphinx and the cursed mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
9997,army men soldiers of misfortune,DS,2008.0,Shooter,Zoo Games,0.11,0.0,0.0,0.01,0.12
9998,gt advance 2 rally racing,GBA,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11
9999,mystery p.i.  portrait of a thief,DS,2008.0,Adventure,Unknown,0.11,0.0,0.0,0.01,0.11
10000,yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
10001,doa 2 dead or alive 2 hardcore,PS2,2000.0,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10002,a witchs tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11
10003,hollywood squares,Wii,2010.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
10004,cabelas deer hunt 2005 season,XB,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11
10005,splashdown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,0.11
10006,nobunaga no yabou tenshoki,SAT,1995.0,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10007,stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11
10008,warhammer battle march,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11
10009,f1 racing championship,PS,2000.0,Racing,Video System,0.06,0.04,0.0,0.01,0.11
10010,dead mans hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11
10011,smash cars,PS2,2003.0,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11
10012,nascar 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11
10013,karaoke revolution presents american idol encore 2,PS3,2008.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11
10014,nickelodeon dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11
10015,pac n roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11
10016,cabelas north american adventures,PS3,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.11
10017,mechanic master,DS,2008.0,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11
10018,jikkyou powerful pro yakyuu 12 ketteiban,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10019,melty blood act cadenza,PS2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
10020,dokapon kingdom,PS2,2007.0,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11
10021,toejam  earl iii mission to earth,XB,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11
10022,phantasy star collection,GBA,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
10023,doukoku shoshite...,SAT,1998.0,Adventure,Data East,0.0,0.0,0.11,0.0,0.11
10024,lego knights kingdom,GBA,2004.0,Action,THQ,0.08,0.03,0.0,0.0,0.11
10025,final fantasy iii,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
10026,family game night 4 the game show,PS3,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10027,retro game challenge,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10028,nba jam 2002,GBA,2002.0,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
10029,every extend extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11
10030,shining force neo,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11
10031,tony hawks pro skater 5,XOne,2015.0,Sports,Activision,0.08,0.02,0.0,0.01,0.11
10032,brain quest grades 5  6,DS,2008.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.11
10033,singstar latino,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11
10034,girl time,DS,2009.0,Simulation,THQ,0.11,0.0,0.0,0.01,0.11
10035,army men sarges war,XB,2004.0,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11
10036,ultimate mortal kombat,DS,2007.0,Fighting,Midway Games,0.09,0.01,0.0,0.01,0.11
10037,pocket soccer league calciobit,3DS,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11
10038,primal rage,PS,1994.0,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
